23.0 -59.30791505271363 -21.220007521600003 
23.0 -59.2814026112059 -23.870171925891196 
23.0 -59.65015907331862 -19.92860658954341 
23.0 -59.45912852477023 -20.318528246424272 
23.0 -59.65015907331862 -19.92860658954341 
23.0 -59.39178725355986 -20.93698334820994 
23.0 -59.688522244674125 -19.904177422876746 
23.0 -59.367862351791366 -20.962267833248404 
23.0 -59.45912852477023 -20.318528246424272 
23.0 -59.16141643683824 -23.91386539482579 
23.0 -59.126158855544865 -24.06776464055099 
25.0 -53.13173121736253 -27.27002123980288 
23.0 -59.01623052637291 -24.249461372522045 
23.0 -59.126158855544865 -24.06776464055099 
25.0 -53.68464264030491 -27.252090030304018 
23.0 -59.126158855544865 -24.06776464055099 
23.0 -59.45912852477023 -20.318528246424272 
23.0 -59.403161092911006 -20.372399886199588 
23.0 -58.75256271044221 -24.289418029481688 
23.0 -59.641275067597874 -20.093589934471108 
23.0 -59.60777049317261 -20.288840136219868 
24.0 -56.6734369034077 -25.939258144736527 
25.0 -51.383179825588634 -27.807733623000246 
25.0 -53.72946056747578 -27.143252559988447 
23.0 -59.688522244674125 -19.904177422876746 
24.0 -55.911049201744866 -26.063390715278786 
23.0 -57.942118013875564 -24.4551048557654 
23.0 -58.492698113388464 -24.439043496792173 
25.0 -54.068690859028045 -26.33690790301089 
24.0 -55.535693199033226 -26.26122444093347 
23.0 -59.3513933135832 -21.208551381249123 
23.0 -59.30791505271363 -21.220007521600003 
