8.0 -36.8070094343819 -7.992795563191732 
8.0 -37.178160777000635 -7.5536884960112225 
8.0 -48.71301046248886 -6.07722992923666 
8.0 -42.78254816592749 -7.012791433375278 
7.0 -16.841962497501605 -8.35200449641493 
8.0 -45.761597445475665 -6.472235801157001 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -45.761597445475665 -6.472235801157001 
8.0 -46.24100840408974 -6.170306680226427 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -48.71301046248886 -6.07722992923666 
8.0 -36.8070094343819 -7.992795563191732 
8.0 -37.49393652648634 -7.5478722911342775 
8.0 -36.8070094343819 -7.992795563191732 
8.0 -48.67646075488652 -6.138990879201657 
8.0 -36.8070094343819 -7.992795563191732 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -46.223965693169994 -6.34500052378786 
8.0 -44.19189339455358 -6.645438807411086 
8.0 -46.223965693169994 -6.34500052378786 
8.0 -45.761597445475665 -6.472235801157001 
7.0 -27.773435565197587 -8.000067361612665 
8.0 -44.6557758262101 -6.495693754116955 
8.0 -36.8070094343819 -7.992795563191732 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -46.24100840408974 -6.170306680226427 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -45.761597445475665 -6.472235801157001 
8.0 -44.19189339455358 -6.645438807411086 
8.0 -36.8070094343819 -7.992795563191732 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -48.67646075488652 -6.138990879201657 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -48.71301046248886 -6.07722992923666 
8.0 -44.19189339455358 -6.645438807411086 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -48.71301046248886 -6.07722992923666 
8.0 -45.761597445475665 -6.472235801157001 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -45.761597445475665 -6.472235801157001 
7.0 -30.78416149068323 -6.72727836200298 
8.0 -44.19189339455358 -6.645438807411086 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -24.754846602672682 -8.117992772911505 
7.0 -26.297054394880487 -8.111512368360303 
7.0 -20.136504848108018 -8.17852074978297 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -18.42508697536292 -8.298271249836073 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -37.49393652648634 -7.5478722911342775 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -39.534762508602356 -7.453038601328569 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
7.0 -31.055900621118013 -6.656283703773833 
8.0 -39.58691446292822 -7.315513628919086 
8.0 -44.23683802017444 -6.636843200898204 
