7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 2 5 2 7 7 6 7 1 2 1 7 1 2 7 7 1 1 8 1 2 2 7 2 2 1 2 7 2 2 2 7 1 2 1 7 1 1 1 2 7 7 7 7 5 3 5 5 5 5 5 3 3 3 3 3 3 5 7 5 3 7 5 3 5 3 3 7 3 8 8 4 8 4 4 4 4 4 4 4 8 4 4 5 7 5 7 8 7 5 7 7 5 7 5 7 6 5 7 6 5 5 7 5 7 5 7 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 5 7 7 7 5 7 7 7 7 5 7 5 7 5 7 5 5 3 7 7 7 7 2 4 3 8 8 4 8 8 8 8 8 8 3 8 8 8 3 7 4 4 8 4 8 4 8 4 8 
