2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 8 8 8 
2 2 1 1 1 1 7 7 1 7 7 1 1 2 2 5 1 2 2 2 2 1 7 2 2 1 1 2 2 7 1 7 1 1 7 2 2 7 7 5 3 1 3 5 3 3 5 3 3 3 3 4 4 4 4 8 4 8 8 8 8 8 8 4 4 7 7 7 7 7 5 7 5 5 6 6 6 6 7 5 7 6 6 6 6 6 6 6 6 6 6 6 7 6 6 6 6 7 7 5 7 7 7 5 3 5 7 7 3 3 7 7 4 4 8 8 8 4 8 4 4 4 8 4 8 6 2 4 8 5 4 4 8 
