26 24 22 18 5 5 3 11 15 2 13 21 6 10 4 15 18 18 3 9 10 6 1 11 3 13 10 11 14 6 6 4 3 22 17 19 8 17 1 5 4 8 4 6 2 16 16 12 23 20 19 1 8 6 4 25 24 13 25 8 5 5 16 11 1 2 17 19 16 7 7 6 3 9 1 25 6 2 25 23 3 23 16 6 8 18 8 11 11 12 26 21 16 23 13 21 9 23 22 1 9 7 3 20 14 2 3 11 9 20 17 5 8 16 2 21 13 15 16 7 25 4 16 18 3 6 7 2 16 22 21 17 22 5 1 24 6 14 4 10 15 7 5 12 7 22 2 26 21 7 9 17 13 15 14 15 23 1 23 21 14 21 20 16 18 14 18 25 5 24 11 9 22 24 16 10 1 1 8 3 21 8 14 13 22 1 14 21 26 5 8 14 5 20 21 9 19 9 3 18 1 7 18 6 11 21 13 22 4 14 22 7 12 2 1 8 22 23 14 24 26 20 20 21 16 17 9 20 14 11 
1 4 21 5 9 17 9 17 15 10 8 10 6 1 3 16 4 19 15 11 3 14 8 8 7 13 1 20 5 25 19 11 3 5 1 19 7 4 8 4 6 10 1 11 12 6 8 12 4 22 1 1 19 11 1 2 20 22 9 5 11 14 17 11 10 22 17 19 20 6 22 5 10 9 2 24 1 21 11 15 18 10 17 15 25 1 8 15 11 17 10 17 17 8 2 7 13 8 9 1 25 6 15 22 14 11 21 19 24 1 22 4 9 16 17 17 17 14 16 16 25 25 9 9 10 5 21 1 5 15 22 21 22 9 15 16 4 14 25 16 24 18 20 8 17 20 1 25 21 24 4 11 24 22 16 12 22 24 7 9 13 16 22 19 24 13 12 18 11 12 11 24 16 24 20 13 13 9 15 4 21 25 16 13 24 22 15 13 25 17 21 3 19 21 18 8 19 1 2 18 1 21 6 7 18 7 6 8 5 17 25 25 12 1 1 7 22 7 9 1 13 12 9 9 15 19 9 6 11 17 
26 24 22 18 5 5 3 11 15 2 13 21 6 10 4 15 18 18 3 9 10 6 1 11 3 13 10 11 14 6 6 4 3 22 17 19 8 17 1 5 4 8 4 6 2 16 16 12 23 20 19 1 8 6 4 25 24 13 25 8 5 5 16 11 1 2 17 19 16 7 7 6 3 9 1 25 6 2 25 23 3 23 16 6 8 18 8 11 11 12 26 21 16 23 13 21 9 23 22 1 9 7 3 20 14 2 3 11 9 20 17 5 8 16 2 21 13 15 16 7 25 4 16 18 3 6 7 2 16 22 21 17 22 5 1 24 6 14 4 10 15 7 5 12 7 22 2 26 21 7 9 17 13 15 14 15 23 1 23 21 14 21 20 16 18 14 18 25 5 24 11 9 22 24 16 10 2 1 8 3 21 8 14 13 22 1 14 21 26 5 8 14 5 20 21 9 19 9 3 18 1 7 18 6 11 21 13 22 4 14 22 7 12 2 1 8 22 23 14 24 26 20 20 21 16 17 9 20 14 11 
26 24 22 18 5 5 3 11 15 2 13 21 6 10 4 15 18 18 3 9 10 6 1 11 3 13 10 11 14 6 6 4 3 22 17 19 8 17 1 5 4 8 4 6 2 16 16 12 23 20 19 1 8 6 4 25 24 13 25 8 5 5 16 11 1 2 17 19 16 7 7 6 3 9 1 25 6 2 25 23 3 23 16 6 8 18 8 11 11 12 26 21 16 23 13 21 9 23 22 1 9 7 3 20 14 2 3 11 9 20 17 5 8 16 2 21 13 15 16 7 25 4 16 18 3 6 7 2 16 22 21 17 22 5 1 24 6 14 4 10 15 7 5 12 7 22 2 26 21 7 9 17 13 15 14 15 23 1 23 21 14 21 20 16 18 14 18 25 5 24 11 9 22 24 16 10 2 1 8 3 21 8 14 13 22 1 14 21 26 5 8 14 5 20 21 9 19 9 3 18 1 7 18 6 11 21 13 22 4 14 22 7 12 2 1 8 22 23 14 24 26 20 20 21 16 17 9 20 14 11 
12 23 6 5 2 22 2 6 7 6 1 6 11 9 9 21 22 1 26 1 20 8 2 9 11 3 25 5 14 16 22 5 2 25 1 4 6 14 1 17 16 4 4 16 2 6 15 5 16 18 22 5 24 10 5 10 23 12 14 22 5 5 16 11 15 23 14 4 12 6 1 11 7 17 11 24 4 25 1 7 15 1 10 5 19 17 8 11 14 10 10 3 25 22 10 19 9 6 16 2 16 1 23 25 17 2 4 12 9 19 17 24 1 16 1 20 12 1 20 5 25 8 3 16 13 5 4 22 23 22 20 17 10 5 1 21 6 14 25 10 15 20 10 25 22 23 1 25 17 7 9 8 10 24 13 8 23 20 1 12 2 9 20 4 18 24 24 20 5 10 19 17 17 4 16 25 12 2 15 5 25 15 13 15 16 20 1 26 8 12 20 25 21 1 20 6 24 14 8 2 19 6 24 19 8 16 1 7 16 25 22 25 8 7 24 25 22 21 13 24 24 20 18 22 23 15 8 16 4 13 
15 4 3 10 3 5 7 6 16 1 19 3 7 20 3 20 20 12 1 17 19 12 9 20 1 1 1 15 3 22 14 12 1 4 21 3 1 11 1 19 2 8 10 14 10 6 25 11 2 15 11 17 1 5 2 19 8 4 22 3 14 19 6 4 1 2 24 18 8 11 19 12 1 16 4 16 22 12 1 15 21 25 13 20 10 8 1 10 8 13 1 8 19 22 4 9 12 13 22 1 22 24 1 4 8 18 5 7 18 20 16 24 22 10 11 22 13 8 3 5 15 7 22 6 22 23 21 23 14 7 18 15 12 18 4 9 20 21 16 5 16 25 5 16 22 14 4 3 11 7 18 1 2 22 11 15 14 3 2 16 6 9 13 2 11 17 17 9 5 21 2 15 14 15 19 8 3 24 13 23 2 4 14 15 11 3 11 3 10 22 23 20 22 17 6 21 19 20 23 14 23 20 8 6 11 20 17 7 11 1 19 24 23 25 5 3 20 4 5 23 5 22 9 10 5 18 21 2 12 13 
11 23 11 13 13 4 2 24 15 2 12 7 1 8 4 15 20 1 6 16 10 1 21 8 4 16 12 11 10 2 19 16 2 21 8 19 6 15 22 18 2 8 5 6 2 1 15 12 22 18 5 1 10 18 4 10 24 9 9 8 13 15 2 10 19 16 17 18 10 7 23 11 2 3 2 25 19 1 25 1 15 18 14 9 9 22 8 18 11 12 8 25 19 1 18 8 9 6 18 19 9 6 17 21 1 24 4 13 6 21 1 4 13 14 1 7 2 1 15 15 25 4 10 18 21 5 22 14 21 5 22 16 1 4 8 12 20 14 4 24 14 14 25 25 2 23 20 25 15 7 1 8 3 16 14 1 15 4 1 20 14 13 11 19 12 23 13 25 5 25 16 17 17 23 16 10 22 1 8 2 8 17 9 8 22 20 12 19 25 5 24 25 19 14 21 6 18 3 7 18 1 7 11 6 8 21 11 22 18 11 12 13 14 25 1 8 23 7 2 24 16 25 6 16 21 17 4 21 17 25 
15 4 3 10 3 3 6 17 14 1 19 3 5 20 3 20 20 12 1 10 19 12 9 20 1 1 1 20 3 22 19 12 1 22 21 3 1 11 1 19 2 8 10 14 9 6 6 11 4 15 11 16 1 5 2 19 8 4 21 3 13 19 6 3 9 2 24 17 7 11 19 12 1 9 4 16 22 20 1 15 18 25 13 14 10 8 1 10 8 13 1 8 19 8 4 9 12 6 16 1 24 24 14 4 13 18 5 6 18 20 16 24 22 10 10 22 16 8 3 5 15 7 22 9 22 4 21 23 13 22 17 20 11 18 4 19 19 20 16 16 16 17 19 16 22 20 4 3 11 5 17 1 1 22 16 15 14 19 2 19 6 9 13 2 10 17 11 16 5 9 2 12 14 15 19 8 3 24 13 22 2 23 14 15 24 21 14 3 10 22 21 19 21 17 6 21 19 20 22 14 23 20 8 5 11 20 17 7 5 16 18 24 12 25 4 3 20 7 5 23 5 22 9 10 5 18 21 2 12 13 
11 23 11 13 13 4 2 24 15 2 12 7 1 9 4 15 20 1 6 16 10 1 21 8 4 16 12 11 10 2 19 16 2 21 8 19 6 15 22 18 2 8 5 6 2 1 15 12 22 18 5 1 10 18 4 10 24 9 9 8 13 15 2 10 19 16 17 18 11 7 23 11 2 3 2 25 18 1 25 1 15 18 14 9 9 22 8 18 11 12 8 25 19 1 18 8 9 6 18 19 9 6 17 21 1 24 4 13 6 21 1 4 13 14 1 7 2 1 15 15 25 4 10 18 21 5 22 14 21 5 22 16 1 4 8 12 20 14 4 24 14 14 25 25 2 23 20 25 15 7 1 8 3 16 14 1 15 4 1 20 14 13 11 19 12 23 13 25 5 25 16 17 17 23 16 10 22 1 8 2 8 17 9 8 22 20 12 19 25 5 24 25 19 14 21 6 18 3 7 18 1 7 11 6 8 21 11 22 18 11 12 13 14 25 1 8 23 7 2 24 16 25 6 16 21 17 4 21 17 25 
15 3 3 9 6 16 7 10 1 1 15 3 10 21 2 20 19 12 1 17 19 12 17 20 1 1 1 15 2 22 14 12 1 1 9 3 24 11 1 19 2 9 10 14 11 5 24 11 1 15 18 17 1 4 2 19 7 4 22 4 14 19 6 5 2 2 24 18 24 23 19 6 1 15 4 16 22 12 1 15 10 25 13 19 10 15 1 10 19 1 1 8 19 21 4 9 12 13 22 1 22 24 1 4 23 18 4 7 19 20 16 24 17 11 11 22 13 8 3 5 21 16 22 4 17 24 22 23 14 2 18 16 12 18 5 9 16 6 12 5 16 25 5 16 22 13 4 2 11 4 5 15 3 23 19 15 14 3 20 19 4 11 13 10 12 17 17 10 4 21 20 15 11 19 19 8 3 24 14 22 2 25 16 15 11 3 10 2 11 24 14 4 22 17 20 21 19 20 23 14 23 20 10 6 17 21 17 7 11 1 19 13 23 22 5 3 20 3 5 23 5 22 9 19 10 15 21 2 24 3 
