7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
2 1 2 2 2 1 2 7 1 7 2 2 2 7 1 1 2 5 1 1 7 2 7 7 1 7 2 2 2 2 7 2 2 3 5 7 3 3 5 5 7 3 3 7 5 7 5 3 5 5 5 5 5 7 5 3 3 3 3 5 7 7 7 7 5 7 7 5 7 5 5 7 7 7 5 5 5 7 7 5 7 5 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 6 6 6 5 5 7 5 7 7 5 5 7 5 7 5 7 5 5 7 5 7 5 3 5 7 5 4 4 6 1 8 8 8 4 4 8 8 4 8 4 4 4 8 8 8 
