2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
4 2 1 7 3 7 8 1 1 5 7 4 8 5 6 2 1 5 1 2 6 3 6 3 2 1 2 7 6 5 3 7 1 2 2 5 8 7 1 6 3 3 7 8 4 5 2 6 3 1 8 2 1 7 4 7 8 5 3 4 2 4 4 3 8 3 3 4 2 7 4 4 4 1 3 1 5 7 6 7 8 5 6 2 1 7 5 6 5 6 7 7 6 1 8 3 6 4 7 5 6 5 5 1 5 5 1 6 6 8 3 6 1 1 6 7 4 7 1 1 7 7 7 6 4 4 3 3 5 1 8 2 4 2 8 2 1 7 2 8 3 5 4 8 6 1 7 3 5 2 3 7 3 7 7 3 4 5 
