3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
6 2 2 6 7 7 4 7 1 1 1 6 1 7 8 2 7 2 1 6 1 2 2 1 2 7 6 7 1 7 1 2 1 1 1 1 1 7 2 6 1 1 7 5 3 5 5 3 2 7 7 5 3 3 5 7 2 3 7 6 5 3 6 7 3 3 5 6 5 8 4 7 8 8 8 4 2 4 2 4 4 5 8 5 7 4 5 1 7 7 5 7 7 5 7 6 7 5 6 6 5 6 6 5 7 7 4 6 6 8 6 5 6 5 5 6 6 5 1 5 2 6 6 5 7 5 5 4 7 7 7 5 4 1 3 3 7 7 5 7 3 7 7 2 7 2 8 5 8 1 3 8 4 7 8 8 7 5 1 3 8 6 7 7 4 8 7 7 7 5 2 4 
