6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 8 
2 7 2 7 2 7 1 2 1 2 2 1 1 2 7 2 1 2 7 1 7 7 1 7 1 7 2 7 1 7 2 2 7 1 2 7 7 7 1 7 5 7 5 5 7 7 7 5 5 5 7 5 7 5 5 5 7 7 5 3 7 7 5 5 3 5 3 7 3 3 3 8 8 4 4 4 8 4 8 8 4 4 8 8 8 4 8 7 5 7 5 5 5 7 5 7 6 6 7 7 6 6 5 7 5 7 7 7 5 3 3 3 3 5 6 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 5 7 7 5 5 5 7 5 7 5 5 7 3 3 7 3 3 7 2 4 4 8 4 8 8 4 8 4 4 4 4 8 4 4 4 4 8 4 8 4 4 8 4 8 4 8 
