5.0 -100.0 -14.031238517105084 
8.0 -52.9697185628769 -76.71053143527668 
8.0 -68.3941916808724 -26.14149688852814 
8.0 -68.86098269695316 -25.168806553434308 
8.0 -69.43511732998545 -24.27975198412698 
8.0 -67.05230572399759 -30.6542094017094 
8.0 -68.2838419696408 -27.122626774267395 
8.0 -67.3483783142605 -27.625887420757774 
8.0 -67.68585723673485 -27.436389001623375 
8.0 -67.19378362917371 -28.560373555672268 
8.0 -67.05230572399759 -30.6542094017094 
8.0 -55.97570769016199 -59.06913949765512 
8.0 -65.12214597475398 -31.77062146187146 
