5 5 5 7 7 
5 5 7 7 7 
5 5 5 7 7 
4 4 7 4 4 
4 4 4 4 4 
3 3 7 3 3 
7 2 7 2 2 
5 5 7 7 7 
4 4 4 4 4 
7 2 7 2 2 
4 4 4 4 4 
7 2 2 2 2 
2 5 5 2 2 
7 2 7 2 2 
7 2 7 2 2 
7 5 7 7 5 
7 7 7 3 7 
5 5 7 7 7 
3 3 7 3 3 
7 2 7 2 2 
5 5 5 7 7 
2 5 5 2 2 
7 2 2 2 2 
4 4 4 4 4 
