8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 26 26 26 26 26 26 26 12 12 12 12 12 12 12 12 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 
1 1 1 1 1 6 1 17 1 1 1 1 1 1 1 1 1 1 7 1 17 1 1 4 6 6 6 17 7 7 7 6 7 7 7 6 1 1 4 7 7 7 7 11 11 9 9 9 9 9 9 9 10 10 9 9 9 9 11 9 9 9 22 11 11 11 12 12 12 13 15 12 15 15 15 14 14 15 14 14 15 15 15 15 15 15 15 15 14 14 14 14 4 14 14 14 14 4 4 14 20 20 20 20 20 23 19 23 23 19 23 19 19 23 23 17 21 21 21 21 21 21 21 21 21 17 20 21 21 21 21 21 24 6 22 22 24 20 20 24 24 22 24 11 24 24 24 17 24 24 
